referrer,views_total,views_unique
github.com,43,15
seissol.org,41,8
Google,30,15
seissol.readthedocs.io,7,4
DuckDuckGo,7,2
Bing,6,3
zenodo.org,3,1
arxiv.org,2,1
onebox.huawei.com,1,1
seismo-learn.org,1,1
