referrer,views_total,views_unique
seissol.org,72,22
Google,59,22
github.com,46,18
seissol.readthedocs.io,10,4
cn.bing.com,9,7
mail.qq.com,9,1
Bing,6,4
Baidu,4,1
DuckDuckGo,2,2
agupubs.onlinelibrary.wiley.com,2,2
