referrer,views_total,views_unique
seissol.org,89,16
Google,53,29
github.com,22,13
seissol.readthedocs.io,11,7
DuckDuckGo,7,3
cn.bing.com,6,3
search.brave.com,2,2
link.springer.com,2,2
Bing,2,2
deref-gmx.net,2,1
