referrer,views_total,views_unique
seissol.org,75,20
Google,58,26
github.com,51,8
Baidu,12,5
agupubs.onlinelibrary.wiley.com,6,3
seissol.readthedocs.io,5,4
deref-gmx.net,5,1
Bing,3,3
sciencedirect.com,3,1
konwihr.de,2,2
