referrer,views_total,views_unique
Google,101,30
github.com,71,15
seissol.readthedocs.io,59,8
seissol.org,22,15
DuckDuckGo,12,3
cn.bing.com,7,4
Bing,6,6
chatgpt.com,4,4
copilot.microsoft.com,3,1
search.brave.com,2,2
