referrer,views_total,views_unique
seissol.org,52,30
Google,50,21
github.com,32,17
cn.bing.com,16,12
Bing,10,8
academic.oup.com,10,3
agupubs.onlinelibrary.wiley.com,6,2
seissol.readthedocs.io,3,3
gitlab.com,3,3
tread-horizon.eu,3,3
