time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-12-02 00:00:00+00:00,575.0,9.0,71,14
2024-12-03 00:00:00+00:00,43.0,5.0,41,14
2024-12-04 00:00:00+00:00,294.0,7.0,25,15
2024-12-05 00:00:00+00:00,229.0,3.0,40,13
2024-12-06 00:00:00+00:00,110.0,3.0,40,13
2024-12-07 00:00:00+00:00,8.0,4.0,3,3
2024-12-08 00:00:00+00:00,,,14,6
2024-12-09 00:00:00+00:00,3.0,1.0,15,7
2024-12-10 00:00:00+00:00,110.0,3.0,70,18
2024-12-11 00:00:00+00:00,39.0,4.0,61,19
2024-12-12 00:00:00+00:00,38.0,3.0,28,13
2024-12-13 00:00:00+00:00,122.0,4.0,56,23
2024-12-14 00:00:00+00:00,43.0,3.0,12,6
2024-12-15 00:00:00+00:00,,,10,9
