referrer,views_total,views_unique
github.com,67,15
Google,55,33
seissol.org,41,23
nature.com,20,2
Bing,17,3
seissol.readthedocs.io,16,7
cn.bing.com,8,3
zenodo.org,8,1
DuckDuckGo,4,1
pubs.geoscienceworld.org,3,3
