url_path,views_total,views_unique
/SeisSol/SeisSol,76,51
/SeisSol/SeisSol/blob/master/src/DynamicRupture/FrictionLaws/CpuImpl/LinearSlipWeakening.cpp,14,1
/SeisSol/SeisSol/pull/1514,14,1
/SeisSol/SeisSol/issues/1485,9,4
/SeisSol/SeisSol/issues,8,7
/SeisSol/SeisSol/pulls,8,3
/SeisSol/SeisSol/tree/master/preprocessing/meshing/gmsh_example,7,7
/SeisSol/SeisSol/pull/1508,5,2
/SeisSol/SeisSol/blob/master/src/DynamicRupture/FrictionLaws/CpuImpl/LinearSlipWeakening.h,5,1
/SeisSol/SeisSol/discussions,4,3
