referrer,views_total,views_unique
Google,86,29
seissol.org,82,13
github.com,21,12
seissol.readthedocs.io,10,7
DuckDuckGo,7,3
cn.bing.com,6,3
Bing,2,2
link.springer.com,2,2
search.brave.com,2,2
link.gitcode.com,2,1
