referrer,views_total,views_unique
github.com,57,13
Google,46,18
seissol.org,38,13
Bing,23,4
seissol.readthedocs.io,11,4
DuckDuckGo,2,2
chatgpt.com,2,1
agupubs.onlinelibrary.wiley.com,1,1
intel.com,1,1
link.zhihu.com,1,1
