referrer,views_total,views_unique
github.com,267,26
Google,108,27
seissol.readthedocs.io,96,16
seissol.org,83,27
Bing,35,12
link.seisman.info,12,1
tandem.readthedocs.io,8,1
servicedesk.lasp.colorado.edu,7,3
DuckDuckGo,6,5
euc-excel.officeapps.live.com,5,1
