referrer,views_total,views_unique
github.com,184,20
Google,123,38
seissol.org,101,28
seissol.readthedocs.io,32,9
cn.bing.com,30,7
Bing,12,6
hpcadvisorycouncil.atlassian.net,9,1
hpcadvisorycouncil.com,5,3
sciencedirect.com,5,1
chatgpt.com,2,2
