referrer,views_total,views_unique
github.com,121,20
Google,110,21
seissol.readthedocs.io,59,7
seissol.org,36,17
cn.bing.com,29,8
DuckDuckGo,19,3
Bing,10,10
hpcadvisorycouncil.atlassian.net,6,2
chatgpt.com,5,4
nature.com,5,1
