referrer,views_total,views_unique
Google,115,34
github.com,98,19
seissol.org,79,17
tandem.readthedocs.io,27,1
Bing,26,12
seissol.readthedocs.io,13,8
hpcadvisorycouncil.atlassian.net,12,2
DuckDuckGo,7,3
cn.bing.com,5,4
zenodo.org,2,1
