referrer,views_total,views_unique
Google,103,25
seissol.org,77,25
github.com,49,17
seissol.readthedocs.io,16,7
cn.bing.com,7,5
Bing,6,5
hpcadvisorycouncil.com,5,2
chatgpt.com,5,1
seissol-cookbook.readthedocs.io,3,1
deref-gmx.net,2,1
