time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-07-21 00:00:00+00:00,1.0,1.0,4,4
2024-07-22 00:00:00+00:00,131.0,5.0,110,14
2024-07-23 00:00:00+00:00,2.0,1.0,71,12
2024-07-24 00:00:00+00:00,,,143,14
2024-07-25 00:00:00+00:00,2.0,2.0,96,15
2024-07-26 00:00:00+00:00,1.0,1.0,4,3
2024-07-27 00:00:00+00:00,,,96,8
2024-07-28 00:00:00+00:00,3.0,2.0,21,4
2024-07-29 00:00:00+00:00,,,97,15
2024-07-30 00:00:00+00:00,1.0,1.0,69,19
2024-07-31 00:00:00+00:00,40.0,3.0,37,8
2024-08-01 00:00:00+00:00,119.0,3.0,256,25
2024-08-02 00:00:00+00:00,140.0,3.0,272,19
2024-08-03 00:00:00+00:00,2.0,2.0,40,9
