referrer,views_total,views_unique
github.com,65,13
seissol.readthedocs.io,59,7
Google,38,13
seissol.org,31,17
Bing,18,5
cn.bing.com,8,7
hpcadvisorycouncil.com,4,2
opencfd.cn,4,1
chatgpt.com,3,2
agupubs.onlinelibrary.wiley.com,2,1
