referrer,views_total,views_unique
seissol.org,71,29
github.com,67,23
Google,52,24
seissol.readthedocs.io,45,4
cn.bing.com,6,5
opencfd.cn,4,1
Bing,3,3
DuckDuckGo,2,2
fortran-lang.org,2,1
sites.utexas.edu,2,1
