referrer,views_total,views_unique
seissol.org,340,15
github.com,137,19
Google,62,18
seissol.readthedocs.io,57,6
Bing,14,9
seismo-learn.org,12,1
gitlab.com,7,3
deref-gmx.net,7,1
cn.bing.com,4,4
kkgithub.com,3,2
