referrer,views_total,views_unique
Google,37,12
github.com,34,11
Baidu,24,2
seissol.org,17,10
seissol.readthedocs.io,10,8
www5.in.tum.de,3,1
Bing,2,2
yuanbao.tencent.com,2,1
Yahoo,1,1
academic.oup.com,1,1
