referrer,views_total,views_unique
Google,173,23
github.com,117,14
seissol.org,51,14
se.copernicus.org,40,1
seissol.readthedocs.io,39,8
Bing,19,2
cn.bing.com,11,5
gitlab.com,10,1
sianipar17.com,3,1
DuckDuckGo,2,2
