referrer,views_total,views_unique
seissol.org,111,21
github.com,91,16
seissol.readthedocs.io,69,8
Google,67,23
cn.bing.com,24,6
Bing,12,10
DuckDuckGo,10,2
chatgpt.com,7,3
hpcadvisorycouncil.atlassian.net,7,2
nature.com,5,1
