time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-12 00:00:00+00:00,465,14,138,22
2025-08-13 00:00:00+00:00,252,14,72,21
2025-08-14 00:00:00+00:00,306,16,130,14
2025-08-15 00:00:00+00:00,38,12,80,10
2025-08-16 00:00:00+00:00,13,7,5,4
2025-08-17 00:00:00+00:00,20,11,21,7
2025-08-18 00:00:00+00:00,160,12,82,14
2025-08-19 00:00:00+00:00,1687,38,74,7
2025-08-20 00:00:00+00:00,718,11,5,4
2025-08-21 00:00:00+00:00,1597,39,94,15
2025-08-22 00:00:00+00:00,2492,70,38,9
2025-08-23 00:00:00+00:00,12,6,11,6
2025-08-24 00:00:00+00:00,11,5,7,5
2025-08-25 00:00:00+00:00,616,17,42,9
