referrer,views_total,views_unique
github.com,109,20
seissol.org,49,25
Google,42,17
seissol.readthedocs.io,15,6
cn.bing.com,10,5
fortran-lang.org,6,1
Bing,5,4
hpcadvisorycouncil.com,3,2
nature.com,3,1
pubs.geoscienceworld.org,3,1
