referrer,views_total,views_unique
seissol.org,127,21
Google,81,26
seissol.readthedocs.io,60,10
github.com,55,14
cn.bing.com,17,4
Bing,7,6
statics.teams.cdn.office.net,4,3
chatgpt.com,4,1
palgunadi1993.github.io,3,1
DuckDuckGo,2,2
