referrer,views_total,views_unique
github.com,162,14
Google,116,26
seissol.org,113,24
seissol.readthedocs.io,25,9
chatgpt.com,9,3
cn.bing.com,8,6
deref-gmx.net,8,1
Bing,7,6
hpcadvisorycouncil.com,4,1
DuckDuckGo,3,2
