referrer,views_total,views_unique
github.com,136,22
seissol.org,111,23
Google,54,22
seissol.readthedocs.io,45,8
Bing,23,5
gitlab.com,7,3
deref-gmx.net,7,1
sianipar17.com,5,2
cn.bing.com,4,4
kkgithub.com,3,2
