time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-30 00:00:00+00:00,319,85,16,8
2026-05-31 00:00:00+00:00,68,32,6,4
2026-06-01 00:00:00+00:00,188,34,24,15
2026-06-02 00:00:00+00:00,307,88,16,10
2026-06-03 00:00:00+00:00,63,32,19,7
2026-06-04 00:00:00+00:00,317,68,3,3
2026-06-05 00:00:00+00:00,49,20,18,6
2026-06-06 00:00:00+00:00,86,38,8,8
2026-06-07 00:00:00+00:00,171,46,10,4
2026-06-08 00:00:00+00:00,244,68,23,14
2026-06-09 00:00:00+00:00,925,168,34,14
2026-06-10 00:00:00+00:00,418,76,36,15
2026-06-11 00:00:00+00:00,311,63,19,16
2026-06-12 00:00:00+00:00,189,47,72,31
