time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-13 00:00:00+00:00,727,17,91,17
2025-05-14 00:00:00+00:00,592,16,59,18
2025-05-15 00:00:00+00:00,130,17,142,27
2025-05-16 00:00:00+00:00,580,20,39,13
2025-05-17 00:00:00+00:00,7,6,15,6
2025-05-18 00:00:00+00:00,14,9,17,7
2025-05-19 00:00:00+00:00,14,9,69,18
2025-05-20 00:00:00+00:00,1145,18,79,25
2025-05-21 00:00:00+00:00,466,13,47,17
2025-05-22 00:00:00+00:00,18,6,36,15
2025-05-23 00:00:00+00:00,20,10,68,16
2025-05-24 00:00:00+00:00,125,9,12,4
2025-05-25 00:00:00+00:00,130,10,55,9
2025-05-26 00:00:00+00:00,707,17,25,11
