referrer,views_total,views_unique
github.com,177,15
seissol.org,138,19
Google,106,15
cn.bing.com,39,10
readthedocs.org,31,1
seissol.readthedocs.io,27,10
deref-gmx.net,6,1
Bing,5,5
gitlab.com,5,2
Baidu,3,2
