time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-26 00:00:00+00:00,788,21,25,11
2025-05-27 00:00:00+00:00,1238,21,85,14
2025-05-28 00:00:00+00:00,249,15,130,24
2025-05-29 00:00:00+00:00,24,11,34,13
2025-05-30 00:00:00+00:00,594,11,38,10
2025-05-31 00:00:00+00:00,124,4,41,13
2025-06-01 00:00:00+00:00,18,9,29,10
2025-06-02 00:00:00+00:00,362,10,205,17
2025-06-03 00:00:00+00:00,576,13,154,17
2025-06-04 00:00:00+00:00,251,12,155,20
2025-06-05 00:00:00+00:00,244,10,73,17
2025-06-06 00:00:00+00:00,248,10,39,9
2025-06-07 00:00:00+00:00,107,11,18,6
2025-06-08 00:00:00+00:00,39,7,21,7
