referrer,views_total,views_unique
seissol.org,51,16
Baidu,29,1
Google,23,8
github.com,15,8
Bing,9,8
seissol.readthedocs.io,9,2
DuckDuckGo,7,1
chatgpt.com,5,2
nature.com,5,2
doubao.com,2,2
