referrer,views_total,views_unique
github.com,73,22
seissol.org,48,20
Google,39,19
Bing,31,7
nature.com,3,3
chatgpt.com,3,1
seissol.readthedocs.io,2,2
link.springer.com,2,1
sites.utexas.edu,2,1
Baidu,1,1
