referrer,views_total,views_unique
Google,100,37
github.com,69,21
seissol.org,66,28
DuckDuckGo,22,2
seissol.readthedocs.io,19,10
Bing,16,7
cn.bing.com,9,3
nature.com,4,3
physics.paperswithcode.com,4,1
link.zhihu.com,4,1
