time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-07 00:00:00+00:00,2570,19,83,14
2025-02-08 00:00:00+00:00,204,6,21,10
2025-02-09 00:00:00+00:00,13,5,19,9
2025-02-10 00:00:00+00:00,1029,25,41,14
2025-02-11 00:00:00+00:00,244,10,44,16
2025-02-12 00:00:00+00:00,1631,17,73,21
2025-02-13 00:00:00+00:00,931,16,104,16
2025-02-14 00:00:00+00:00,1249,22,34,18
2025-02-15 00:00:00+00:00,15,8,29,9
2025-02-16 00:00:00+00:00,339,7,31,11
2025-02-17 00:00:00+00:00,518,10,57,19
2025-02-18 00:00:00+00:00,52,12,29,15
2025-02-19 00:00:00+00:00,671,16,91,16
2025-02-20 00:00:00+00:00,1476,16,183,25
