referrer,views_total,views_unique
github.com,72,19
Google,35,28
seissol.org,35,19
nature.com,23,2
Bing,17,3
app.readthedocs.org,11,1
seissol.readthedocs.io,10,6
pubs.geoscienceworld.org,8,4
cn.bing.com,8,3
zenodo.org,8,1
