referrer,views_total,views_unique
Google,114,35
seissol.org,67,17
github.com,62,16
seissol.readthedocs.io,52,9
tandem.readthedocs.io,32,1
Bing,16,9
DuckDuckGo,9,3
hpcadvisorycouncil.atlassian.net,5,1
cn.bing.com,4,3
seismo-learn.org,2,1
