referrer,views_total,views_unique
github.com,155,16
seissol.org,133,24
Google,130,25
cn.bing.com,39,8
readthedocs.org,31,1
seissol.readthedocs.io,25,11
chatgpt.com,9,3
Bing,8,8
deref-gmx.net,6,1
Baidu,4,2
