referrer,views_total,views_unique
seissol.org,180,18
github.com,175,12
Google,71,18
seissol.readthedocs.io,25,8
gitlab.com,14,3
cn.bing.com,9,9
Bing,5,4
statics.teams.cdn.office.net,4,1
Baidu,2,1
sites.utexas.edu,1,1
