referrer,views_total,views_unique
github.com,105,14
Google,67,26
seissol.org,57,23
seissol.readthedocs.io,12,6
Bing,9,3
cn.bing.com,6,5
hpcadvisorycouncil.atlassian.net,5,1
deref-gmx.net,3,1
Baidu,2,2
chatgpt.com,2,2
