referrer,views_total,views_unique
seissol.org,53,18
Google,37,7
github.com,19,9
seissol.readthedocs.io,17,2
DuckDuckGo,7,1
chatgpt.com,5,2
Bing,4,4
nature.com,4,1
doubao.com,2,2
seismo-learn.org,2,2
