time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-15 00:00:00+00:00,710,12,3,3
2026-02-16 00:00:00+00:00,593,22,12,7
2026-02-17 00:00:00+00:00,22,10,21,12
2026-02-18 00:00:00+00:00,1642,30,22,13
2026-02-19 00:00:00+00:00,196,19,44,17
2026-02-20 00:00:00+00:00,135,16,26,18
2026-02-21 00:00:00+00:00,620,32,14,10
2026-02-22 00:00:00+00:00,322,26,15,8
2026-02-23 00:00:00+00:00,1126,32,19,11
2026-02-24 00:00:00+00:00,920,20,67,17
2026-02-25 00:00:00+00:00,648,38,39,18
2026-02-26 00:00:00+00:00,1802,41,53,23
2026-02-27 00:00:00+00:00,585,15,48,20
2026-02-28 00:00:00+00:00,332,18,25,10
