referrer,views_total,views_unique
seissol.org,48,13
Baidu,29,1
Google,24,9
github.com,14,8
seissol.readthedocs.io,9,2
Bing,8,7
DuckDuckGo,7,1
chatgpt.com,5,2
nature.com,5,2
doubao.com,2,2
