referrer,views_total,views_unique
github.com,56,18
seissol.org,53,24
seissol.readthedocs.io,52,6
Google,45,16
Bing,10,4
cn.bing.com,7,6
hpcadvisorycouncil.com,4,2
opencfd.cn,4,1
bgithub.xyz,2,1
sites.utexas.edu,2,1
