referrer,views_total,views_unique
seissol.org,71,18
Google,61,28
github.com,51,8
Baidu,17,7
seissol.readthedocs.io,6,5
agupubs.onlinelibrary.wiley.com,6,3
deref-gmx.net,5,1
Bing,3,3
konwihr.de,2,2
DuckDuckGo,1,1
