referrer,views_total,views_unique
seissol.org,89,23
Google,59,24
github.com,39,12
Baidu,16,9
seissol.readthedocs.io,5,5
agupubs.onlinelibrary.wiley.com,5,3
deref-gmx.net,5,1
Bing,3,3
konwihr.de,2,2
sciencedirect.com,2,1
