referrer,views_total,views_unique
github.com,144,14
seissol.org,132,24
Google,120,21
seissol.readthedocs.io,41,12
cn.bing.com,40,9
readthedocs.org,31,1
chatgpt.com,9,3
Bing,7,7
deref-gmx.net,6,1
gitlab.com,5,2
