time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-29 00:00:00+00:00,104,6,14,13
2025-11-30 00:00:00+00:00,7,6,27,13
2025-12-01 00:00:00+00:00,400,34,63,15
2025-12-02 00:00:00+00:00,71,23,49,12
2025-12-03 00:00:00+00:00,1728,130,37,20
2025-12-04 00:00:00+00:00,127,18,41,19
2025-12-05 00:00:00+00:00,217,31,37,20
2025-12-06 00:00:00+00:00,759,26,22,16
2025-12-07 00:00:00+00:00,15,8,8,8
2025-12-08 00:00:00+00:00,174,16,53,18
2025-12-09 00:00:00+00:00,499,18,27,21
2025-12-10 00:00:00+00:00,409,21,46,24
2025-12-11 00:00:00+00:00,102,11,35,13
2025-12-12 00:00:00+00:00,186,6,114,16
