referrer,views_total,views_unique
Google,226,34
github.com,91,17
seissol.org,86,34
seissol.readthedocs.io,48,12
Bing,24,10
deref-gmx.net,12,1
cn.bing.com,11,6
DuckDuckGo,10,5
chatgpt.com,5,2
hpcadvisorycouncil.atlassian.net,4,3
