referrer,views_total,views_unique
Google,238,34
seissol.org,99,36
github.com,68,14
seissol.readthedocs.io,49,12
Bing,24,10
deref-gmx.net,12,1
DuckDuckGo,10,5
cn.bing.com,8,5
chatgpt.com,5,2
hpcadvisorycouncil.atlassian.net,4,3
