referrer,views_total,views_unique
github.com,142,12
Google,134,20
seissol.org,125,23
seissol.readthedocs.io,41,12
cn.bing.com,39,8
readthedocs.org,31,1
chatgpt.com,9,3
Bing,6,6
deref-gmx.net,6,1
gitlab.com,5,2
