referrer,views_total,views_unique
Google,115,35
seissol.org,111,25
Bing,75,13
github.com,73,18
seissol.readthedocs.io,31,7
hpcadvisorycouncil.atlassian.net,19,2
cn.bing.com,6,6
arxiv.org,6,1
physics.paperswithcode.com,3,1
agupubs.onlinelibrary.wiley.com,2,2
