referrer,views_total,views_unique
github.com,178,14
Google,104,15
seissol.org,102,17
cn.bing.com,38,9
readthedocs.org,31,1
seissol.readthedocs.io,29,10
gitlab.com,14,3
Bing,7,6
Baidu,3,2
sites.utexas.edu,1,1
