time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-05 00:00:00+00:00,120,25,21,8
2026-05-06 00:00:00+00:00,1281,90,77,14
2026-05-07 00:00:00+00:00,773,54,14,11
2026-05-08 00:00:00+00:00,82,28,46,13
2026-05-09 00:00:00+00:00,29,18,7,7
2026-05-10 00:00:00+00:00,49,23,4,4
2026-05-11 00:00:00+00:00,918,37,7,6
2026-05-12 00:00:00+00:00,262,34,39,15
2026-05-13 00:00:00+00:00,1276,81,26,9
2026-05-14 00:00:00+00:00,55,32,12,7
2026-05-15 00:00:00+00:00,35,18,48,11
2026-05-16 00:00:00+00:00,63,17,17,12
2026-05-17 00:00:00+00:00,69,25,22,6
2026-05-18 00:00:00+00:00,753,85,14,12
