referrer,views_total,views_unique
seissol.org,247,19
Google,174,19
github.com,86,17
seissol.readthedocs.io,25,4
cn.bing.com,20,9
Bing,8,5
tread-horizon.eu,7,1
tandem.readthedocs.io,6,1
pubs.geoscienceworld.org,3,3
sianipar17.com,1,1
