referrer,views_total,views_unique
Google,115,31
seissol.org,96,21
github.com,95,18
tandem.readthedocs.io,32,1
Bing,26,12
seissol.readthedocs.io,19,8
DuckDuckGo,7,3
cn.bing.com,5,4
hpcadvisorycouncil.atlassian.net,5,1
zenodo.org,2,1
