time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-08-21 00:00:00+00:00,316.0,7.0,106,26
2024-08-22 00:00:00+00:00,366.0,3.0,74,14
2024-08-23 00:00:00+00:00,329.0,11.0,112,15
2024-08-24 00:00:00+00:00,3.0,2.0,25,3
2024-08-25 00:00:00+00:00,,,71,6
2024-08-26 00:00:00+00:00,61.0,2.0,144,23
2024-08-27 00:00:00+00:00,51.0,4.0,69,11
2024-08-28 00:00:00+00:00,180.0,4.0,117,16
2024-08-29 00:00:00+00:00,622.0,8.0,33,13
2024-08-30 00:00:00+00:00,435.0,7.0,175,17
2024-08-31 00:00:00+00:00,2.0,2.0,8,7
2024-09-01 00:00:00+00:00,1.0,1.0,36,9
2024-09-02 00:00:00+00:00,424.0,5.0,170,7
2024-09-03 00:00:00+00:00,333.0,3.0,87,18
