referrer,views_total,views_unique
github.com,67,13
Google,21,19
seissol.org,19,15
seissol.readthedocs.io,5,3
gitlab.com,2,2
open.work.weixin.qq.com,2,1
qwx1.2.onescienceway.com,1,1
