referrer,views_total,views_unique
github.com,29,19
Google,23,11
seissol.org,17,14
seissol.readthedocs.io,8,3
Bing,4,3
agupubs.onlinelibrary.wiley.com,1,1
arxiv.org,1,1
core-man.github.io,1,1
link.springer.com,1,1
nature.com,1,1
