referrer,views_total,views_unique
github.com,38,17
Google,30,11
seissol.org,13,12
seissol.readthedocs.io,10,1
Bing,9,5
DuckDuckGo,2,2
Baidu,2,1
chatgpt.com,2,1
cs.cit.tum.de,1,1
nature.com,1,1
