time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-08-11 00:00:00+00:00,5.0,3.0,31,8
2024-08-12 00:00:00+00:00,235.0,5.0,197,12
2024-08-13 00:00:00+00:00,,,242,28
2024-08-14 00:00:00+00:00,122.0,2.0,101,13
2024-08-15 00:00:00+00:00,,,85,14
2024-08-16 00:00:00+00:00,42.0,3.0,65,18
2024-08-17 00:00:00+00:00,2.0,1.0,121,10
2024-08-18 00:00:00+00:00,,,76,10
2024-08-19 00:00:00+00:00,199.0,6.0,221,17
2024-08-20 00:00:00+00:00,225.0,5.0,126,17
2024-08-21 00:00:00+00:00,316.0,7.0,106,26
2024-08-22 00:00:00+00:00,366.0,3.0,74,14
2024-08-23 00:00:00+00:00,329.0,11.0,112,15
2024-08-24 00:00:00+00:00,1.0,1.0,25,3
