referrer,views_total,views_unique
Google,170,27
github.com,163,14
seissol.org,103,23
readthedocs.org,31,1
seissol.readthedocs.io,26,10
cn.bing.com,12,8
chatgpt.com,9,3
Bing,7,7
deref-gmx.net,6,1
Baidu,4,2
