referrer,views_total,views_unique
Google,42,12
github.com,26,16
seissol.readthedocs.io,16,4
seissol.org,14,13
Bing,8,5
DuckDuckGo,3,2
chatgpt.com,2,1
cs.cit.tum.de,1,1
nature.com,1,1
zenodo.org,1,1
